"Plot2"
"Time (sec)","Motor Torque2 (newton-meter)","Angular Displacement2 (deg)"
0,0.431957219525958,8.88606410878261e-15
0.04,0.431449239407558,0.960000000000145
0.08,0.430839514607321,1.92000000000013
0.12,0.430129924701169,2.88000000000013
0.16,0.429322277164343,3.84000000000017
0.2,0.428418345529714,4.80000000000012
0.24,0.427419192969038,5.76000000000041
0.28,0.4263284780148,6.72000000000045
0.32,0.425145871615673,7.68000000000044
0.36,0.423873660787559,8.64000000000044
0.4,0.42251341369223,9.60000000000047
0.44,0.421066692401859,10.5600000000004
0.48,0.419535022388673,11.5200000000003
0.52,0.417919891804221,12.4800000000002
0.56,0.416222793202831,13.4400000000001
0.6,0.414445152739573,14.4000000000001
0.64,0.412588391799039,15.36
0.68,0.410653896761407,16.32
0.72,0.408643025067241,17.2799999999999
0.76,0.406557102670357,18.2399999999998
0.8,0.404397423675628,19.1999999999998
0.84,0.402165247675839,20.1599999999997
0.88,0.399861798543543,21.1199999999997
0.92,0.397488261899461,22.0799999999996
0.96,0.395045784810024,23.0399999999995
1,0.392535471603512,23.9999999999995
1.04,0.389958381935172,24.96
1.08,0.38731553140362,25.92
1.12,0.384607886918411,26.8799999999995
1.16,0.381836365156531,27.84
1.2,0.379001831811812,28.8
1.24,0.376105098882135,29.76
1.28,0.373146923054412,30.72
1.32,0.370128005219018,31.68
1.36,0.367048988397422,32.64
1.4,0.363910458928783,33.6000000000004
1.44,0.360712942621261,34.56
1.48,0.357456906685471,35.52
1.52,0.35414275852734,36.48
1.56,0.350770846940458,37.44
1.6,0.347341460464952,38.4000000000005
1.64,0.343854831881451,39.36
1.68,0.340311135710361,40.32
1.72,0.336710491527729,41.2800000000004
1.76,0.333052964535096,42.24
1.8,0.32933856844227,43.2
1.84,0.325567265681046,44.1600000000001
1.88,0.321738972542653,45.1199999999996
1.92,0.317853560106872,46.08
1.96,0.313910855085671,47.04
2,0.309910646239856,48
2.04,0.305852681931485,48.9600000000001
2.08,0.301736660166698,49.92
2.12,0.297562337894661,50.8800000000001
2.16,0.293329294869022,51.8400000000002
2.2,0.289037191692138,52.8000000000002
2.24,0.284685634060253,53.7600000000002
2.28,0.280274210339883,54.7200000000001
2.32,0.275802490187531,55.68
2.36,0.271270026003189,56.64
2.4,0.266676357500676,57.6
2.44,0.262021010575005,58.5599999999999
2.48,0.257303499284217,59.5199999999998
2.52,0.252523327851384,60.4799999999997
2.56,0.247679991184044,61.4399999999997
2.6,0.242772971443967,62.3999999999996
2.64,0.237801743832158,63.3599999999996
2.68,0.232765770517696,64.3199999999995
2.72,0.227664502607378,65.2799999999995
2.76,0.222497378460272,66.2399999999996
2.8,0.217263819017956,67.1999999999996
2.84,0.211963226831753,68.1599999999997
2.88,0.206594983883153,69.1199999999997
2.92,0.201158450468699,70.0799999999997
2.96,0.195652950421447,71.0399999999998
3,0.190077772953507,71.9999999999998
3.04,0.184432177086883,72.9599999999998
3.08,0.178715356098224,73.9199999999997
3.12,0.172926472841593,74.8799999999997
3.16,0.167064612532096,75.8399999999996
3.2,0.161128785744225,76.7999999999996
3.24,0.155117931488796,77.7599999999996
3.28,0.149030889987987,78.7199999999996
3.32,0.142866397873133,79.6799999999997
3.36,0.136623073088166,80.6399999999997
3.4,0.130299396000151,81.5999999999997
3.44,0.123893695974851,82.5599999999998
3.48,0.117404129233887,83.5199999999998
3.52,0.110828658456848,84.4799999999999
3.56,0.104165027259891,85.4399999999999
3.6,0.0974107330283148,86.3999999999999
3.64,0.0905629947953172,87.36
3.68,0.0836187184500143,88.3200000000001
3.72,0.0765744559870658,89.2800000000001
3.76,0.0694263587267763,90.2400000000001
3.8,0.0621701247933744,91.2000000000002
3.84,0.0548009373412497,92.1600000000002
3.88,0.0473133941200135,93.1200000000002
3.92,0.0397014248976007,94.0800000000003
3.96,0.0319581951799144,95.0400000000003
4,0.0240759932523007,96.0000000000004
4.04,0.0160460954437899,96.9600000000004
4.08,0.00785860959371203,97.9200000000005
4.12,0.000497717623895787,98.8800000000005
4.16,0.00903572731919617,99.8400000000005
4.2,0.0177701260837543,100.800000000001
4.24,0.0267178244926315,101.760000000001
4.28,0.0358983539162006,102.720000000001
4.32,0.045334384276908,103.680000000001
4.36,0.0550523727752615,104.64
4.4,0.065083385936885,105.6
4.44,0.0754641544272541,106.56
4.48,0.0862384367128732,107.52
4.52,0.097458813558428,108.480000000001
4.56,0.1091890790616,109.44
4.6,0.121507478896333,110.4
4.64,0.134511171033204,111.36
4.68,0.148322501261721,112.32
4.72,0.163098011620942,113.28
4.76,0.179041620907294,114.24
4.8,0.196424977320512,115.2
4.84,0.21561783132567,116.16
4.88,0.237138293691787,117.12
4.92,0.261733247363178,118.08
4.96,0.290509095511984,119.04
5,0.325112238762025,120
